 од	¬озраст	—реднемес€чный расход	—редн€€ продолжительность разговоров	«вонков днем за мес€ц	«вонков вечером за мес€ц	«вонков ночью за мес€ц	«вонки в другие города	«вонки в другие страны	ƒол€ звонков на стационарные телефоны	 оличество SMS за мес€ц
1086	56	460.25	5	62	42	3	0	0	12	5
1088	45	13.27	0.9	6	12	0	0	0	0	0
1089	40	2019.74	7.8	287	115	9	30	0	24	10
1090	33	1003.2	8	119	70	40	7	0	10	29
1091	33	116.32	1.1	71	66	0	0	0	0	47
1092	25	155.68	2.6	31	50	0	27	0	5	42
1093	21	83.51	2.3	48	5	8	0	1	0	43
1094	56	191.55	3.1	34	47	4	29	0	8	2
1095	59	469.28	5.3	54	63	0	1	0	6	4
1096	56	337.68	2.4	57	119	4	2	2	15	4
1097	50	876.12	8.4	42	90	0	1	0	22	2
1098	69	25.2	3	3	4	0	0	0	7	3
1099	50	1215.4	9	50	142	0	2	0	13	3
1100	35	513.42	5.2	32	110	0	39	0	14	64
1101	26	842.58	6.2	77	112	75	4	0	7	32
1102	28	722.03	5.8	92	118	36	13	0	14	65
1103	53	703.5	7.5	36	83	2	31	0	21	2
1104	43	742.49	9.4	46	56	6	3	0	20	51
1105	49	342.26	2.7	38	146	0	43	0	5	5
1106	53	196	1.7	65	90	0	0	0	27	2
1107	28	517.34	3.7	65	125	5	0	1	14	42
1108	53	275.25	2.9	67	54	0	0	0	10	2
1109	33	1450.61	16.2	78	73	26	49	1	0	51
1110	54	346.27	3.6	55	73	0	4	0	20	2
1111	49	104.34	1.3	36	74	2	0	0	26	3
1112	56	312.89	3.2	57	72	3	30	0	10	0
1113	50	373.47	2.2	106	117	1	1	0	10	2
1114	36	1453.45	8.8	116	155	63	20	3	4	97
1115	55	330.22	2.7	70	93	2	0	1	10	4
1116	53	108.8	2.8	31	18	0	0	0	7	3
1117	54	271.11	2.8	70	54	0	28	0	19	4
1118	40	164.41	2.9	44	23	8	0	1	15	25
1119	37	256.71	2.6	48	86	4	0	0	18	68
1120	58	578.4	4	71	127	0	37	0	14	4
1121	30	258.37	2.6	69	58	2	31	0	6	24
1122	38	202.69	3.7	39	31	0	0	0	28	28
1123	21	331.75	6.2	3	71	20	0	0	7	49
1124	21	530.11	7.3	34	80	0	0	0	4	57
1125	45	102.43	1.2	62	47	0	31	0	6	4
1126	46	527.44	4.6	61	92	4	1	1	24	5
1127	58	291.2	3.2	37	78	0	6	0	13	0
1128	44	9.72	1.8	3	3	0	0	0	0	0
1129	33	1390.99	13.2	72	75	92	29	2	7	21
1130	36	1674.04	12	95	140	41	8	0	13	146
1131	29	162.56	2.2	54	40	0	0	0	25	20
1132	43	344.4	3	34	116	0	0	3	1	21
1133	50	122.3	1.6	58	37	2	0	0	2	4
1134	49	1020.47	8.9	52	106	2	7	0	26	4
1135	51	223.14	3.1	38	59	0	1	0	16	5
1136	47	385.07	2.6	97	94	3	3	0	1	4
1137	34	980.4	7.6	52	132	62	47	0	5	33
1138	36	306.07	3.3	50	58	7	27	0	2	1
1139	20	190.34	2.4	39	81	9	0	0	0	15
1140	31	1410	9.5	51	159	4	32	0	12	39
1141	39	631.78	5.8	61	85	0	0	0	14	38
1142	50	547.82	4.3	46	117	0	0	1	18	2
1143	43	117.72	1.1	58	87	0	0	0	6	7
1144	45	105.11	1.3	48	46	3	25	0	1	2
1145	35	452.44	3.1	66	114	3	18	0	1	45
1146	20	225.5	2.4	29	116	5	0	0	7	19
1147	19	29.81	0.8	52	3	7	0	0	0	57
1148	50	5.41	1.1	3	3	0	0	0	0	0
1149	39	335.51	2.3	75	123	2	27	0	14	14
1150	43	150.49	1.5	30	115	1	0	0	16	7
1151	27	304.17	2.5	57	109	4	0	0	11	15
1152	26	4670.61	12.2	489	112	0	30	0	19	10
1153	32	972.32	8.4	71	126	30	5	0	12	118
1154	21	143.61	2.7	35	44	9	0	0	5	12
1155	58	1026.59	7.9	78	94	0	28	2	15	4
1156	52	508.73	4.5	67	66	3	6	0	20	2
1157	42	3584.98	11.6	314	107	41	21	0	35	7
1158	37	225.12	3.8	37	41	0	4	0	18	20
1159	46	230.98	3.7	59	14	2	0	0	22	5
1160	53	1029	8.4	53	100	2	0	0	12	2
1161	53	123.07	1.2	87	38	0	6	2	16	0
1162	69	103.68	2.4	23	13	0	0	0	2	3
1163	39	12.96	1.2	6	6	0	0	0	0	0
1164	45	847.08	6.1	55	140	0	23	0	3	4
1165	59	861.22	8	44	107	0	24	0	16	4
1166	42	755.16	9.3	53	42	0	0	0	0	26
1167	56	240.28	4.6	36	32	0	0	0	6	5
1168	58	358.4	3.2	68	60	8	31	0	28	4
1169	53	16.38	1.4	6	6	2	0	0	0	0
1170	35	1013.7	6.2	104	152	33	6	2	2	132
1171	35	163.8	3.6	40	9	0	0	0	11	20
1172	63	53.76	1.6	15	13	0	0	0	4	0
1173	39	368.48	2.8	68	92	0	1	0	19	64
1174	19	7.64	0.3	31	9	0	0	0	0	32
1175	45	608.84	5.4	43	117	0	36	0	19	2
1176	19	374.56	4	32	115	0	2	0	4	28
1177	24	1325.8	7.6	135	134	101	5	2	11	30
1178	35	679.28	6.6	72	74	85	6	0	4	141
1179	45	212.5	2.4	65	46	2	41	2	12	0
1180	37	384.93	3.9	29	100	0	0	0	1	57
1181	52	379.14	6.4	60	8	2	32	0	13	1
1182	37	329.97	3.7	59	57	0	0	0	1	39
1183	27	123.45	1.2	67	65	3	1	3	5	18
1184	54	2597	10.6	226	119	10	9	6	22	8
1185	32	463.74	7	70	4	4	6	0	0	12
1186	57	583.38	3.6	95	97	1	0	0	16	4
1187	42	603.62	4.6	47	140	0	42	0	1	40
1188	43	447.17	3.9	61	94	0	34	0	19	24
1189	48	231.49	4.6	29	36	4	0	1	0	1
1190	68	31.68	2.2	6	6	0	0	0	3	3
1191	58	37.44	2.6	3	9	0	0	0	10	0
1192	60	601.97	5	40	133	0	0	0	20	1
1193	39	534.95	6.8	45	57	5	0	0	28	42
1194	44	356.26	2.9	58	93	1	36	0	10	43
1195	48	508.33	6	39	76	4	36	0	17	0
1196	54	169.57	1.7	53	67	3	0	0	10	4
1197	21	43.48	0.5	30	102	9	0	0	0	36
1198	40	428.45	3.8	34	129	0	25	0	19	31
1199	57	793.8	4.5	80	139	0	16	0	8	3
1200	19	180.59	2.7	11	94	0	0	0	6	53
1201	37	894.35	5.4	107	109	0	0	0	2	3
1202	26	1241.58	8.9	108	65	4	0	0	17	41
1203	57	410.87	3	48	147	0	0	0	10	1
1204	60	478.45	3.7	43	142	2	7	0	0	5
1205	33	1027.03	9	105	69	70	9	0	11	63
1206	31	221.68	2.9	52	47	0	0	0	3	13
1207	51	223.44	2.4	50	62	0	0	0	15	2
1208	28	1214.85	8.9	52	119	6	1	1	1	22
1209	53	345.29	3.7	36	94	3	0	0	0	5
1210	43	293.53	2.4	69	95	0	0	0	12	11
1211	32	430.74	4.2	74	56	2	0	2	30	57
1212	33	1824.08	14.4	115	106	22	3	0	0	73
1213	25	4160.12	11.6	429	120	28	8	7	20	0
1214	20	65.58	2.9	25	9	3	3	0	3	14
1215	24	1350.18	7.8	112	158	37	5	0	5	88
1216	51	331.69	2.7	70	76	1	6	0	25	5
1217	20	214.22	5.9	50	4	6	0	0	0	100
1218	43	94.08	1.2	34	64	0	5	0	7	2
1219	44	106.67	1.7	47	31	3	22	2	1	16
1220	44	117.05	1.5	62	33	3	6	0	24	45
1221	43	17.55	1.5	3	10	0	0	0	0	0
1222	20	282.06	2.7	45	115	8	0	0	0	71
1223	40	277.76	2.7	31	117	3	4	0	18	22
1224	48	287.28	2.7	60	68	0	25	0	2	3
1225	46	680.83	6.4	53	93	0	7	0	1	4
1226	43	375	2.9	111	46	0	5	1	19	57
1227	60	599.29	6.4	57	67	0	4	0	6	3
1228	21	7.28	0.1	24	71	18	0	0	2	22
1229	34	700.77	7.1	48	73	0	11	3	9	36
1230	51	15.84	1.1	6	10	0	0	0	0	0
1231	48	221.68	2.4	68	49	0	0	0	10	2
1232	38	691.6	6.5	59	69	0	6	0	20	40
1233	39	289.52	2.2	41	130	0	37	0	26	21
1234	39	252.56	2.2	70	66	0	2	0	20	51
1235	49	251.37	6.3	31	13	0	29	0	4	3
1236	21	26.75	1.4	21	9	0	0	0	2	35
1237	29	3436.36	10.8	414	76	19	26	0	25	10
1238	40	1819.53	7.4	272	97	34	46	0	24	13
1239	41	433.41	3.6	62	98	6	23	0	20	24
1240	19	208.46	5.5	40	11	17	0	0	0	42
1241	42	313.6	2.8	50	90	0	4	0	0	43
1242	21	22.23	0.2	51	119	9	0	0	1	36
1243	35	657	5.4	62	103	0	0	2	10	37
1244	47	1175.86	7.4	86	106	0	0	2	9	3
1245	52	226.77	4	29	48	0	0	1	10	3
1246	37	371.77	4.7	40	55	4	21	0	13	37
1247	46	3485.86	10.2	438	74	49	10	0	26	7
1248	60	464.88	4.1	57	98	0	31	0	0	4
1249	65	20.4	1.7	4	6	0	0	0	4	2
1250	47	413.57	5.3	51	49	3	27	0	0	4
1251	38	352.26	3.5	46	93	0	17	0	10	13
1252	45	5.32	1.3	2	2	2	0	0	0	0
1253	39	229.13	3.3	40	50	4	18	0	9	21
1254	19	45.1	0.6	1	117	0	0	0	5	17
1255	30	422.97	4	69	69	0	4	0	10	45
1256	20	123.32	3.2	25	32	7	0	0	6	44
1257	19	94.4	2.6	51	5	2	0	0	1	36
1258	28	220.27	2.8	45	58	3	6	0	2	34
1259	51	309.68	2.8	51	86	0	0	0	14	4
1260	19	24.08	0.8	36	5	4	2	0	2	40
1261	47	255.05	2.2	75	77	0	7	0	10	3
1262	23	178.58	2.1	45	84	9	0	0	7	34
1263	55	1014.93	8.1	94	43	6	9	0	12	5
1264	48	716.62	4.5	64	158	4	5	0	6	4
1265	65	51.84	2.7	14	2	0	0	0	3	1
1266	20	745.29	6.3	52	104	26	0	0	2	17
1268	33	128.87	1.7	43	59	0	0	0	22	36
1269	64	18.48	1.4	8	3	0	0	0	3	1
1270	47	13.92	1.7	5	5	0	0	0	0	0
1271	52	2411.68	6	500	127	8	76	0	28	10
1272	31	207.25	2.7	56	41	1	36	1	20	1
1273	30	1027.03	7.6	117	106	49	18	0	12	69
1274	48	140.65	2.4	44	30	0	0	0	15	2
1275	34	823	6.8	104	44	0	2	0	16	20
1276	46	196.48	3.1	55	18	7	0	0	8	3
1277	31	643.37	4	106	100	5	2	0	24	5
1278	35	1962.76	15.2	112	109	31	7	0	5	85
1279	34	458.15	3.5	65	95	2	40	0	11	17
1280	38	538.72	3.7	66	115	0	0	0	5	1
1281	31	410.23	4.6	64	50	0	45	0	8	20
1282	38	775.42	4.7	88	135	0	0	0	4	67
1283	43	284.83	3.3	39	80	1	14	1	2	15
1284	33	96.31	1.2	71	26	0	37	1	13	16
1285	58	477.75	5	65	58	0	7	0	2	3
1286	31	2008.08	14.2	125	106	56	5	0	7	46
1287	29	347.36	4.1	57	53	0	0	0	0	36
1288	56	111.06	1.9	42	22	5	4	0	0	5
1289	45	273.97	2.3	99	47	0	39	1	26	1
1290	29	473.76	4.7	59	59	4	28	0	19	26
1291	37	313.02	3.9	45	61	4	27	1	13	52
1292	58	264.04	2.3	55	87	0	0	0	6	3
1293	50	169.76	1.3	82	89	0	0	1	4	2
1294	46	662.16	5.5	65	98	0	3	0	11	5
1295	42	612.79	6.5	67	53	2	3	0	8	12
1296	58	276.08	3.4	55	36	6	27	0	4	5
1297	50	201.8	1.6	41	140	0	3	0	7	4
1298	39	294.61	2.5	67	90	0	0	0	10	30
1299	19	218.97	2.5	37	87	27	4	0	3	111
1300	40	945.95	9.9	48	81	2	30	0	7	26
1301	56	729.96	6.6	45	92	6	0	0	20	5
1302	58	404.25	3.5	62	76	2	16	0	3	2
1303	25	373.06	5.3	68	12	5	11	0	3	20
1304	41	183.26	2.1	35	88	0	0	0	15	41
1305	48	233.14	3	63	33	0	0	3	27	0
1306	19	402.14	5.9	38	64	10	0	0	4	32
1307	23	177.72	3	32	60	2	2	0	4	28
1308	45	146.57	1.3	63	88	0	0	0	5	2
1309	24	198.74	2.6	41	77	4	4	0	0	23
1310	42	464.8	4	62	78	0	19	0	10	65
1311	56	218.05	2.1	55	85	0	3	0	7	4
1312	69	50.16	1.9	12	10	0	0	0	4	3
1313	51	67.34	1.3	34	26	0	18	0	12	0
1314	52	16.71	1.2	12	4	2	0	0	0	0
1315	50	598.53	5.4	43	111	4	14	0	30	4
1316	44	459.34	3.4	46	126	4	11	0	23	2
1317	69	12	1	1	9	0	0	0	3	0
1318	35	278.24	2.8	61	103	36	46	0	2	139
1319	45	818.67	5.4	81	123	2	0	0	14	5
1320	43	599.8	4.4	56	135	0	0	0	23	6
1321	44	357.36	3.4	53	91	0	41	2	19	35
1322	46	269.07	4.4	64	4	4	0	0	1	5
1323	28	2370.06	10.8	243	59	23	8	9	25	15
1324	58	86.28	2.1	35	13	5	0	0	7	5
1325	53	293.02	4.6	31	57	0	4	0	16	3
1326	38	195.75	1.4	59	133	7	17	1	11	24
1327	34	925.8	7.2	71	141	47	6	0	15	59
1328	39	68.22	1.7	42	4	0	6	0	10	26
1329	36	258.37	2.4	50	98	0	0	3	1	62
1330	48	105.49	1.2	67	42	2	3	1	10	4
1331	31	835.38	7.2	86	110	33	48	0	4	93
1332	57	226.8	2.4	44	73	0	0	0	24	2
1333	35	2846.22	17.8	105	143	37	9	0	10	32
1334	21	204.12	2.7	38	65	10	0	0	5	44
1335	55	582.47	5.3	55	80	0	10	0	24	3
1336	58	346.5	2.5	64	108	0	3	0	1	0
1337	54	538.42	4.9	69	73	5	0	2	9	4
1338	32	700.32	4.6	60	155	0	0	0	7	52
1339	37	446.7	5.1	69	39	3	39	0	3	19
1341	27	843.24	7.8	114	64	40	4	0	10	165
1342	23	63.09	0.7	54	70	35	0	0	4	14
1343	47	184.67	2.6	40	54	3	0	1	9	0
1344	53	17.69	1.8	6	6	0	0	0	0	0
1345	67	7.8	1.3	2	3	0	0	0	13	2
1346	50	26.37	2.3	9	5	0	0	0	0	0
1347	70	43.2	1.8	16	4	0	0	0	5	2
1348	55	277.55	2.6	64	61	3	0	0	16	4
1349	51	197.98	3.7	36	33	0	0	0	15	0
1350	34	1053.56	7.2	128	124	32	4	3	13	38
1351	49	546.07	2.9	102	126	0	0	0	17	1
1352	40	115.57	1.3	62	37	4	6	0	16	2
1353	54	504.5	6	91	4	0	0	0	6	4
1354	30	378.38	3	48	130	2	38	2	10	25
1355	39	479.02	4	46	123	0	1	0	9	27
1356	29	707.6	6.9	67	52	1	4	0	2	18
1357	54	744.46	6.2	70	88	3	0	0	1	4
1358	19	234.5	2	32	120	31	0	0	1	63
1359	26	279.77	1.8	70	144	4	14	2	2	44
1360	26	208.6	2	74	45	0	15	0	0	1
1361	28	91.25	1.1	60	31	5	3	1	11	6
1362	60	96.06	1.3	69	19	0	32	0	0	5
1363	37	472.5	5.4	50	53	2	31	0	16	18
1364	59	18.72	1.2	5	8	0	0	0	14	0
1365	52	420.48	4.1	55	84	0	0	0	1	5
1366	44	744.14	6.6	70	77	2	13	0	8	15
1367	35	22.77	2.3	6	5	0	0	0	0	0
1368	30	278.05	4.5	36	45	4	0	0	15	20
1369	42	543.2	4	40	138	0	29	0	15	11
1370	23	75.17	1	55	63	0	0	0	1	51
1371	60	3224.81	9	435	101	53	30	4	25	8
1372	51	1732.32	7	275	107	13	9	0	17	0
1373	66	22.44	1.7	6	5	0	0	0	7	1
1374	40	279.3	3	38	79	0	0	0	9	55
1375	47	804.91	8.1	68	59	2	39	0	25	4
1377	35	376.85	5.1	33	70	0	1	0	25	14
1378	31	818.72	4.3	92	142	0	2	0	17	52
1379	40	339.68	2.7	50	125	3	0	0	5	12
1380	57	142.8	1.6	62	37	5	0	0	1	0
1381	42	319.52	3.3	55	75	0	21	0	14	37
1382	21	66.89	3	32	3	0	0	0	7	55
1383	56	436.98	3.5	50	126	0	28	0	13	1
1384	31	2387.79	9	351	60	11	10	5	26	0
1385	35	153.45	1.1	48	151	0	28	0	1	52
1387	37	1348.4	9.6	111	64	1	0	1	1	48
1388	60	252.25	2.4	62	77	0	4	0	1	5
1389	58	436.6	4.6	45	86	0	28	3	1	4
1390	21	22.89	0.6	2	48	9	0	0	3	40
1391	47	517.69	6.3	29	88	0	0	0	7	5
1392	51	17.01	2.1	4	5	0	0	0	0	0
1393	52	16.05	2.8	2	5	0	0	0	0	0
1394	50	457.68	3	60	154	3	0	0	15	5
1395	21	126.83	2.2	17	72	3	0	0	3	13
1396	53	2093	10	109	146	0	6	0	1	4
1397	53	225.4	2.8	58	33	0	27	0	22	5
1398	27	522.85	5.4	68	54	4	5	0	7	9
1399	67	40.8	1.7	16	4	0	0	0	14	1
1400	35	752.55	6.6	67	85	0	32	0	12	19
1401	31	1522.8	9.4	101	152	34	5	0	0	142
1402	21	166.29	2.3	38	71	9	0	0	3	17
1403	20	172.56	2.1	23	106	0	0	0	0	45
1404	53	2890.39	11	299	94	39	8	6	30	7
1405	25	319.9	3.1	31	116	4	34	0	8	3
1406	33	576.58	6	63	88	50	6	0	1	101
1407	40	133.77	2.8	43	15	0	0	0	24	11
1408	21	231.14	4.1	10	76	5	0	0	0	15
1409	25	672.48	5.1	33	160	0	0	0	22	41
1410	61	3974.04	11.4	424	64	20	28	0	12	14
1411	59	315.51	3.9	38	73	0	45	0	2	5
1412	19	20.58	0.7	27	14	2	2	0	0	40
1413	38	1347	9.7	87	94	4	1	0	5	58
1414	20	404.49	5	53	74	0	2	0	0	63
1415	33	447.3	4.5	43	78	6	3	0	11	33
1416	42	324.62	3.5	50	61	3	29	0	23	29
1417	55	96.82	2	36	24	4	31	0	2	3
1418	30	428.67	4.3	67	61	3	0	0	4	38
1419	20	69.37	0.9	45	76	0	0	0	2	52
1420	70	20.16	2.1	5	3	0	0	0	2	0
1421	41	2666.86	8.6	313	121	18	38	3	42	15
1422	20	3.18	0.1	7	38	10	0	0	5	26
1423	47	2112.61	11	202	96	7	35	4	40	5
1424	64	26.52	1.7	8	5	0	0	0	2	3
1425	31	903.06	5.8	100	105	109	20	0	15	163
1426	68	65.52	2.1	16	10	0	0	0	3	0
1427	47	118.72	3.2	29	12	0	0	0	12	2
1428	19	443.98	5.9	30	71	13	0	0	15	29
1429	41	22.36	2.1	9	4	0	0	0	0	0
1430	27	590.52	3.8	55	144	0	32	1	23	22
1431	30	3078.37	14.6	267	51	26	23	0	19	13
1432	20	52.49	0.8	35	63	10	0	0	0	29
1433	40	167.21	1.5	75	67	6	42	0	16	50
1434	34	1647.39	15.2	96	85	35	5	0	4	62
1435	39	1059.97	8	111	50	4	45	0	23	43
1436	19	22.89	0.3	39	61	18	0	0	0	46
1437	44	111.41	1.1	109	6	0	37	0	1	3
1438	45	572.88	3.3	114	88	0	22	0	5	0
1439	20	567	7.5	37	66	10	0	0	0	43
1440	58	243.84	3.3	71	16	0	40	0	20	4
1441	27	1076.82	7.6	117	115	55	15	2	4	131
1442	53	204.54	1.9	62	81	0	0	0	18	2
1443	24	1425.06	12.6	67	98	47	12	0	9	177
1444	59	485.1	5.5	63	35	4	2	0	14	5
1445	31	144.47	1.8	82	11	0	3	0	1	9
1446	20	325.5	3	33	110	24	0	0	2	18
1447	56	106.68	1.2	45	63	0	0	0	10	1
1448	45	153.79	1.3	68	73	0	0	0	5	2
1449	67	3311.06	11.8	281	143	33	5	10	28	8
1450	19	110.58	2.8	28	31	6	0	0	1	13
1451	56	78.54	1.1	30	60	0	3	0	9	5
1452	55	521.7	3.5	63	145	0	0	0	20	3
1454	37	195.08	3.5	60	2	3	0	3	24	28
1455	35	1253.46	8.5	71	128	7	0	0	20	16
1456	44	220.56	2.5	69	39	5	40	3	20	38
1457	33	378.28	2.8	32	148	0	5	0	9	45
1458	68	104.4	2.9	17	13	0	0	0	4	0
1459	57	484.82	4.3	69	80	0	30	0	2	3
1460	46	94.08	1.4	45	41	1	0	0	1	0
1461	38	573.3	6.3	35	81	0	0	0	6	41
1462	44	204.05	2.2	43	69	5	3	0	12	50
1463	40	498.23	3.9	68	86	1	0	0	17	37
1464	55	312.13	2.8	80	62	0	7	0	24	2
1465	47	340.16	4	60	48	3	38	0	6	1
1466	21	286.44	2.4	51	103	33	0	0	4	38
1467	38	1122.66	9.9	58	79	4	35	0	2	20
1468	31	272.09	2.3	43	108	0	0	0	8	10
1469	55	485.8	4	70	75	1	22	2	2	1
1470	64	10.8	1.8	4	1	0	0	0	8	0
1471	20	25.23	2.2	5	7	12	2	0	0	72
1472	25	276.08	3.4	57	36	0	11	0	1	9
1473	70	75.6	2.1	19	11	0	0	0	9	1
1474	19	79.8	1	9	105	0	2	0	1	37
1475	52	587.48	4.5	87	64	1	7	0	1	4
1476	33	553.81	6.3	55	59	2	0	0	17	10
1477	41	136.06	1.6	29	91	3	2	0	4	29
1478	59	153.23	1.7	59	56	5	0	2	6	0
1479	60	367.87	2.5	70	133	0	5	1	14	0
1480	44	842.75	8.4	38	103	1	0	0	21	27
1481	42	108.29	2	37	33	0	0	0	9	55
1482	31	363.85	3.4	50	97	0	4	0	13	31
1483	41	220.27	1.9	39	127	0	0	0	1	31
1484	45	13.5	1.5	3	7	0	0	0	0	0
1485	34	382.58	3.9	38	101	0	0	2	20	21
1486	45	351.94	6.5	58	3	0	0	2	8	2
1487	26	128.1	3	31	18	0	0	2	29	39
1488	32	562.79	5.7	38	102	0	31	1	9	41
1489	49	734.72	7.3	58	75	2	0	0	10	1
1490	36	1932.84	15	88	130	36	5	0	5	22
1491	20	5.22	0.1	22	59	2	0	0	3	27
1492	52	272.51	3.1	50	68	0	0	0	11	5
1493	57	576.17	4.5	106	51	0	3	0	3	3
1494	57	278.88	2.2	64	109	0	6	0	25	0
1495	51	4609.33	14.4	421	76	11	21	4	28	0
1496	60	525.52	5.5	102	2	8	3	2	15	4
1497	56	5084.31	14.2	401	92	37	40	0	44	9
1498	46	182.91	1.3	87	78	0	7	2	7	0
1499	21	8.25	0.1	13	114	5	0	0	2	83
1500	34	296.71	3.4	48	68	2	16	0	20	52
1501	60	233.33	2.2	65	74	1	0	0	4	4
1502	43	861.42	8.4	50	75	1	0	0	5	53
1503	47	846.1	7.7	59	87	5	0	0	28	5
1504	41	156.96	1.1	109	70	0	0	0	11	1
1505	49	772.46	7.9	49	83	3	32	0	17	5
1506	20	285.25	2.5	50	113	0	0	0	3	65
1507	19	113.04	1.3	46	79	23	2	0	2	56
1508	50	134.26	1.4	37	85	0	0	0	13	3
1509	46	246.14	4.2	30	50	0	4	0	8	5
1510	39	124.34	1.6	47	56	0	0	0	17	35
1512	19	182.87	2.5	35	65	9	2	0	0	40
1513	50	581.9	6.3	41	87	0	0	0	7	2
1514	50	294.49	2.3	79	90	0	4	0	1	0
1515	70	26.88	1.4	5	11	0	0	0	3	1
1516	70	23.76	1.1	7	11	0	0	0	6	0
1517	55	650.72	5.6	55	88	2	0	0	13	2
1518	53	251.11	2.7	71	46	0	40	0	12	3
1519	46	696.15	5.1	40	139	0	21	0	11	1
1520	37	502.32	4.8	60	64	1	29	0	2	32
1521	33	1149.66	9.4	92	116	32	4	0	6	151
1522	41	192.06	1.5	61	114	2	0	0	10	10
1523	24	570.57	6.6	11	100	25	0	0	4	34
1524	69	1603.33	6	361	51	15	4	0	26	15
1525	54	822.69	8.2	31	112	3	5	0	1	3
1526	49	201.42	3.4	39	34	8	3	1	25	3
1527	25	227.09	3.1	47	48	2	18	0	4	27
1528	28	524.54	4.3	49	121	3	0	0	11	7
1529	40	293.15	2.6	67	82	0	1	0	25	24
1530	37	722.36	9	57	46	0	0	0	12	50
1531	32	501.76	5.6	42	69	0	37	0	2	28
1532	42	498.13	6.8	33	69	0	0	0	0	70
1533	34	397.32	6.6	38	32	2	14	0	18	31
1534	42	162.75	1.5	65	62	2	0	0	20	38
1535	53	304.92	3.3	60	47	0	0	3	16	4
1536	40	775	6.1	109	26	3	0	0	14	32
1537	40	175.43	1.8	38	100	0	2	0	3	25
1538	24	20.64	0.3	33	75	0	0	0	12	72
1539	60	190.65	1.3	41	150	3	1	0	14	5
1540	51	622.09	3.8	93	126	0	0	0	0	4
1541	50	15.72	3.2	4	2	0	0	0	0	0
1542	20	113.7	1.7	58	46	2	5	0	0	87
1543	29	1002.89	9.6	45	100	2	0	0	20	12
1544	56	197.22	1.8	69	75	0	0	0	2	5
1545	39	660.66	3.9	85	119	6	26	0	1	55
1546	54	207.66	2	54	86	2	26	1	26	5
1547	25	165.41	1.7	39	80	8	6	0	0	12
1548	30	266.27	2.2	52	117	0	38	0	6	31
1549	45	11.71	1.3	9	2	0	0	0	0	0
1550	49	355.45	3.1	72	78	2	0	2	6	2
1551	38	175.81	1.6	62	82	5	0	1	19	12
1552	29	2256.83	14.2	168	74	15	29	6	24	12
1553	21	106.96	1.6	22	69	9	0	0	2	100
1554	52	768.54	9.5	40	71	0	29	0	14	4
1555	34	3577.77	13.2	322	94	19	67	8	44	12
1556	20	66.57	2.2	3	41	7	0	0	5	40
1557	55	412.78	4	55	85	0	0	0	4	2
1558	65	13.92	2.9	3	1	0	0	0	14	1
1559	33	321.16	3.1	33	99	4	0	0	17	13
1560	57	1106.05	7.7	92	93	5	0	0	1	4
1561	50	350.99	3.8	96	10	0	31	0	3	5
1562	36	181.04	1.4	70	102	4	4	2	5	24
1563	34	230.28	3	51	47	3	0	0	15	43
1564	42	150.08	1.6	39	79	0	0	0	6	5
1565	34	820.26	6.2	54	113	0	0	2	23	3
1566	34	25.23	2.2	11	3	0	0	0	0	0
1567	50	297.35	2.4	67	98	3	1	0	7	1
1568	30	267.54	3.5	45	57	0	0	0	16	37
1569	19	114.91	2.2	4	65	26	0	0	7	57
1570	27	245.24	2.2	56	96	0	31	3	6	11
1572	24	327.93	2.6	104	107	40	2	0	13	52
1573	39	632.92	4.6	94	83	0	0	0	16	5
1574	65	1568.7	6	250	113	21	40	7	38	10
1575	58	301.05	3.4	45	75	0	7	0	0	5
1576	45	689.17	6.2	53	98	3	6	2	14	3
1577	47	534.12	4.3	85	73	4	3	0	1	3
1578	69	12.96	1.8	3	3	0	0	0	0	3
1579	48	125.62	1.7	70	17	0	13	0	20	5
1580	57	248.71	1.7	71	109	0	0	0	20	5
1581	41	294.84	3.9	51	36	0	31	0	7	14
1582	20	154.63	4.7	31	5	22	0	0	1	44
1583	70	45	2.5	13	2	0	0	0	5	0
1584	39	818.67	6.3	62	116	0	34	1	14	57
1585	50	282.76	2.3	85	73	0	0	0	12	1
1586	35	1013.22	7.8	79	113	49	17	0	14	87
1587	42	222.15	2.5	67	44	1	0	0	11	19
1588	27	634.64	5.4	96	49	1	5	0	13	54
1589	32	168	1.5	45	97	0	0	0	4	28
1590	41	273.42	4.2	36	43	0	35	0	5	12
1591	34	445.1	4.3	67	68	1	0	0	3	42
1592	32	1647.83	12	113	122	33	6	2	2	109
1593	32	1327.33	13	53	119	30	40	0	2	75
1594	54	296.71	1.7	103	127	4	0	0	9	0
1595	53	1291.39	9.7	48	142	0	5	0	24	1
1596	31	139.12	2.1	30	61	2	1	0	24	14
1598	69	24	2	2	8	0	0	0	6	3
1599	39	149.82	1.6	61	61	0	26	0	22	12
1600	44	22.6	2.3	9	3	0	0	0	0	0
1601	55	714.84	6.9	47	82	0	0	0	8	3
1602	36	285.89	3.3	45	70	4	40	0	9	59
1603	31	414.88	3.9	58	85	2	0	0	8	21
1604	52	865.05	9.7	33	93	2	26	1	2	2
1605	40	1440.26	9.5	56	159	0	1	0	7	8
1606	49	303.85	6	49	10	1	0	1	0	3
1607	58	1115.73	7.7	61	121	0	0	2	20	1
1608	51	218.81	3	50	44	1	7	0	12	5
1609	28	343.34	3.5	49	82	6	1	0	11	9
1610	40	380.1	5.4	39	52	7	3	0	5	34
